,name,product_link,price,image_link,image_name
161, ASUS ROG Swift 360Hz PG259QN 24.5” 1ms G-Sync FHD Gaming Monitor,https://www.startech.com.bd/asus-rog-swift-360hz-pg259qn-monitor,"
91,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/rog-swift-360hz-pg259qn/rog-swift-360hz-pg259qn-228x228.jpg,ASUS ROG Swift 360Hz PG259QN 24.5” 1ms G-Sync FHD Gaming Monitor
162," Asus ROG Swift PG259QNR 24.5"" 360Hz FHD eSports G-SYNC Gaming Monitor",https://www.startech.com.bd/asus-rog-swift-pg259qnr-fhd-esports-gaming-monitor,"
98,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/rog-swift-pg259qnr/rog-swift-pg259qnr-04-228x228.jpg,"Asus ROG Swift PG259QNR 24.5"" 360Hz FHD eSports G-SYNC Gaming Monitor"
163," BenQ PD3200U 32"" UHD 4K IPS sRGB Monitor",https://www.startech.com.bd/benq-pd3200u-uhd-4k-ips-srgb-monitor,"
99,500৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/pd3200u/pd3200u-1-228x228.jpg,"BenQ PD3200U 32"" UHD 4K IPS sRGB Monitor"
164," Viewsonic XG2703-GS 27"" 165Hz G-SYNC IPS Gaming Monitor",https://www.startech.com.bd/viewsonic-xg2703-gs-165hz-gaming-monitor,"
100,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/xg2703-gs/xg2703-gs-1-228x228.jpg,"Viewsonic XG2703-GS 27"" 165Hz G-SYNC IPS Gaming Monitor"
165," MSI Creator PS321URV 32"" 16:9 4K HDR IPS Monitor",https://www.startech.com.bd/msi-creator-ps321urv-4k-monitor,"
105,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/msi/ps321urv/ps321urv-01-228x228.jpg,"MSI Creator PS321URV 32"" 16:9 4K HDR IPS Monitor"
166," MSI PRESTIGE PS341WU 34"" 5K, 8MS NANO IPS Monitor",https://www.startech.com.bd/msi-prestige-ps341wu-monitor,"
120,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/msi/prestige-ps341wu/prestige-ps341wu-228x228.jpg,"MSI PRESTIGE PS341WU 34"" 5K, 8MS NANO IPS Monitor"
167," BenQ EW3880R 37.5"" 4K UHD Curved Monitor",https://www.startech.com.bd/benq-ew3880r-curved-monitor,"
120,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ew3880r/ew3880r-01-228x228.jpg,"BenQ EW3880R 37.5"" 4K UHD Curved Monitor"
168," ViewSonic VP3268-4K 32"" 4K Ultra HD AH-IPS Professional Monitor",https://www.startech.com.bd/viewsonic-vp3268-4k-ultra-hd-professional-monitor,"
120,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vp3268-4k/vp3268-4k-01-228x228.jpg,"ViewSonic VP3268-4K 32"" 4K Ultra HD AH-IPS Professional Monitor"
169, LG 34GN850-B 34-Inch Curved UltraGear Nano IPS 144Hz Gaming Monitor,https://www.startech.com.bd/lg-34gn850-b-34-inch-curved-ultragear-gaming-monitor,"
129,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/34gn850-b/34gn850-b-05-228x228.jpg,LG 34GN850-B 34-Inch Curved UltraGear Nano IPS 144Hz Gaming Monitor
170, Asus ROG Strix XG438Q 43'' Freesync 120Hz 4K UHD Gaming Monitor,https://www.startech.com.bd/asus-rog-strix-xg438q-4k-uhd-gaming-monitor,"
134,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/rog-strix-xg438q/rog-strix-xg438q-01-228x228.jpg,Asus ROG Strix XG438Q 43'' Freesync 120Hz 4K UHD Gaming Monitor
171, LG LG34WK95U-W 34 inch UltraWide 5K2K IPS LED Monitor,https://www.startech.com.bd/lg-lg34wk95u-w-ultrawide-5k2k-ips-led-monitor,"
168,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/lg34wk95u-w/lg34wk95u-w-1-228x228.jpg,LG LG34WK95U-W 34 inch UltraWide 5K2K IPS LED Monitor
172," LG UltraGear 38GN950-B Quad HD 38"" Curved Nano IPS LCD Gaming Monitor",https://www.startech.com.bd/lg-ultragear-38gn950-b-monitor,"
176,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/ultragear-38gn950-b/ultragear-38gn950-b-228x228.jpg,"LG UltraGear 38GN950-B Quad HD 38"" Curved Nano IPS LCD Gaming Monitor"
173," ASUS ProArt PA32UC-K 32"" 4K-UHD IPS HDR Eye Care Professional Monitor",https://www.startech.com.bd/asus-proart-pa32uc-k-32-inch-4k-uhd-ips-hdr-monitor,"
181,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/proart-pa32uc-k/proart-pa32uc-k-001-228x228.jpg,"ASUS ProArt PA32UC-K 32"" 4K-UHD IPS HDR Eye Care Professional Monitor"
174, ASUS ROG Strix XG43UQ 43” 4K UHD 144Hz HDR DSC FreeSync Gaming Monitor,https://www.startech.com.bd/asus-rog-strix-xg43uq-gaming-monitor,"
181,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/asus/xg43uq/xg43uq-01-228x228.jpg,ASUS ROG Strix XG43UQ 43” 4K UHD 144Hz HDR DSC FreeSync Gaming Monitor
175, Samsung Odyssey C49G95TSSW 49'' G-Sync 240Hz Curved 2k Gaming Monitor,https://www.startech.com.bd/samsung-odyssey-c49g95tssw-gaming-monitor,"
184,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/c49g95tssw/c49g95tssw-1-228x228.jpg,Samsung Odyssey C49G95TSSW 49'' G-Sync 240Hz Curved 2k Gaming Monitor
176, BenQ SW321C 32” 4K UHD IPS Photographer Monitor,https://www.startech.com.bd/benq-sw321c-monitor,"
240,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/benq/sw270c/sw270c-1-228x228.jpg,BenQ SW321C 32” 4K UHD IPS Photographer Monitor
177, Samsung 27-Inch LC27F390FHW Curved Monitor,https://www.startech.com.bd/samsung-27-inch-lc27f390fhw,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Samsung/Samsung 27-Inch LC27F390FHW Curved Monitor/Samsung 27-Inch LC27F390FHW Curved Monitor-new-228x228.jpg,Samsung 27-Inch LC27F390FHW Curved Monitor
178, SAMSUNG C24F390FHW Series Curved 24-Inch FHD Monitor,https://www.startech.com.bd/samsung-c24f390fhw-24inch-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Component/Monitor/sam/LC24F390FHW-1-228x228.jpg,SAMSUNG C24F390FHW Series Curved 24-Inch FHD Monitor
179," Philips 245C7QJSB/69 23.8"" slim monitor With ultra wide color",https://www.startech.com.bd/philips-245C7qjsb-69-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/245c7qjsb/245c7qjsb-228x228.png,"Philips 245C7QJSB/69 23.8"" slim monitor With ultra wide color"
180, Asus VX207NE Eye Care 19.5 inch HD Monitor,https://www.startech.com.bd/asus-vx207ne-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vx207ne/vx207ne-228x228.jpg,Asus VX207NE Eye Care 19.5 inch HD Monitor
181," Dell SE2719H 27"" Full HD Monitor",https://www.startech.com.bd/dell-se2719h-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/dell/se2719h/se2719h-228x228.jpg,"Dell SE2719H 27"" Full HD Monitor"
182, HP EliteDisplay E273 27-inch Monitor,https://www.startech.com.bd/hp-elitedisplay-e273-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/e273/e273-228x228.jpg,HP EliteDisplay E273 27-inch Monitor
183," AOC E970SWN 18.5"" Panel LED Monitor",https://www.startech.com.bd/aoc-e970swn-tn-panel-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/aoc/e970swn/e970swn-228x228.PNG,"AOC E970SWN 18.5"" Panel LED Monitor"
184," Samsung C24FG73FQW  24"" LED Curved Gaming Monitor With 144Hz Refresh Rate",https://www.startech.com.bd/samsung-c24fg73fqw-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/c24fg73fqw/c24fg73fqw-228x228.jpg,"Samsung C24FG73FQW  24"" LED Curved Gaming Monitor With 144Hz Refresh Rate"
185," AOC C32G2E 31.5"" 165Hz FHD Curved Gaming Monitor",https://www.startech.com.bd/aoc-c32g2e-fhd-curved-gaming-monitor,"
34,000৳ ",https://www.startech.com.bd/image/cache/catalog/monitor/aoc/c32g2e/aoc-c32g2e-01-228x228.jpg,"AOC C32G2E 31.5"" 165Hz FHD Curved Gaming Monitor"
186, MSI Optix MAG241CR 23.6 Inch 144Hz FHD Curved Gaming Monitor,https://www.startech.com.bd/msi-mag241cr-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/mag241cr/mag241cr-228x228.jpg,MSI Optix MAG241CR 23.6 Inch 144Hz FHD Curved Gaming Monitor
187, Asus VA24DQ 23.8 Inch 75Hz Full HD Eye Care IPS Monitor,https://www.startech.com.bd/asus-va24dq-full-hd-eye-care-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/va24dq/va24dq-1-228x228.jpg,Asus VA24DQ 23.8 Inch 75Hz Full HD Eye Care IPS Monitor
188, Philips 223V7QHSB 21.5inch Edge-to-Edge Full HD IPS LED Monitor,https://www.startech.com.bd/philips-223v7qhsb-edge-to-edge-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/223v7qhsb/223v7qhsb-228x228.jpg,Philips 223V7QHSB 21.5inch Edge-to-Edge Full HD IPS LED Monitor
189," Samsung C27T55 27"" 16:9 FreeSync Curved Monitor",https://www.startech.com.bd/samsung-c27t55-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/c27t55-27/c27t55-27-228x228.jpg,"Samsung C27T55 27"" 16:9 FreeSync Curved Monitor"
190," LG 27GN950-B 27"" 4K UHD Nano IPS Ultragear 144Hz G-SYNC Gaming Monitor",https://www.startech.com.bd/lg-27gn950-b-uhd-nano-ips-144hz-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gn950-b/27gn950-b-01-228x228.jpg,"LG 27GN950-B 27"" 4K UHD Nano IPS Ultragear 144Hz G-SYNC Gaming Monitor"
191, Walton WD215A01 21.5” FHD LED Monitor,https://www.startech.com.bd/walton-wd215a01-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/walton/wd215a01/wd215a01-1-228x228.jpg,Walton WD215A01 21.5” FHD LED Monitor
192, HP X27i 27'' 2K IPS LCD Gaming Monitor,https://www.startech.com.bd/hp-x27i-2k-ips-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/x27i/x27i-1-228x228.jpg,HP X27i 27'' 2K IPS LCD Gaming Monitor
193," MSI Optix G32C4 31.5"" Curved Full HD 165Hz Monitor",https://www.startech.com.bd/msi-optix-g32c4-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g32c4/g32c4-228x228.jpg,"MSI Optix G32C4 31.5"" Curved Full HD 165Hz Monitor"
194," Asus TUF VG279QL1A 27"" HDR 165Hz Gaming Monitor",https://www.startech.com.bd/asus-tuf-vg279ql1a-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/tuf-vg279ql1a/tuf-vg279ql1a-01-228x228.jpg,"Asus TUF VG279QL1A 27"" HDR 165Hz Gaming Monitor"
195," HP OMEN 27i 27"" 165Hz 2K QHD IPS Gaming Monitor",https://www.startech.com.bd/hp-omen-27i-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/omen-27i/omen-27i-228x228.jpg,"HP OMEN 27i 27"" 165Hz 2K QHD IPS Gaming Monitor"
196," Asus VP248H 24"" Full HD Adaptive Sync Gaming Monitor",https://www.startech.com.bd/asus-vp248h-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vp248h/vp248h-1-228x228.jpg,"Asus VP248H 24"" Full HD Adaptive Sync Gaming Monitor"
197," Viewsonic VA2405-H 24"" 1080p Full HD VA Monitor",https://www.startech.com.bd/viewsonic-va2405-h-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/va2405-h/va2405-h-1-228x228.jpg,"Viewsonic VA2405-H 24"" 1080p Full HD VA Monitor"
198, MSI Optix MAG24C 24 inch Curved Gaming Monitor,https://www.startech.com.bd/msi-optix-mag24c-24-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-mag24c/msi-optix-mag24c-gaming-monitor-228x228.jpg,MSI Optix MAG24C 24 inch Curved Gaming Monitor
199," ViewSonic VX2276-SH 22"" FHD IPS Monitor",https://www.startech.com.bd/viewsonic-vx2276-sh-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/viewsonic/vx2276-sh/vx2276-sh-01-228x228.jpg,"ViewSonic VX2276-SH 22"" FHD IPS Monitor"
200," Acer V226HQL 21.5"" Full HD Monitor",https://www.startech.com.bd/acer-v226hql-21-5-inch-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/acer/v226hql/v226hql-228x228.jpg,"Acer V226HQL 21.5"" Full HD Monitor"
201," HP V214a 20.7"" FHD LED Monitor",https://www.startech.com.bd/hp-v214a-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/v214a/v214a-228x228.jpg,"HP V214a 20.7"" FHD LED Monitor"
202," LG 27MP500-B 27"" FreeSync Full HD IPS Monitor",https://www.startech.com.bd/lg-27mp500-b-27-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27mp500-b/27mp500-b-228x228.jpg,"LG 27MP500-B 27"" FreeSync Full HD IPS Monitor"
203, LG 27GP950-B 27” UltraGear 144Hz G-SYNC UHD IPS Gaming Monitor,https://www.startech.com.bd/lg-27gp950-b-27-inch-ultragear-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27gp950-b/27gp950-b-1-228x228.jpg,LG 27GP950-B 27” UltraGear 144Hz G-SYNC UHD IPS Gaming Monitor
204," Dell P2721Q 27"" 4K WLED USB-C IPS Monitor",https://www.startech.com.bd/dell-p2721q-27-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/dell/p2721q/p2721q-001-228x228.jpg,"Dell P2721Q 27"" 4K WLED USB-C IPS Monitor"
205, Razer Raptor 27 144Hz WQHD 27-inch Gaming Monitor​,https://www.startech.com.bd/razer-raptor-27-inch-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/razer/raptor/raptor-01-228x228.jpg,Razer Raptor 27 144Hz WQHD 27-inch Gaming Monitor​
206, LG 32UL950-W UltraFine 32 Inch 4K UHD LED Freesync IPS Gaming Monitor,https://www.startech.com.bd/lg-32ul950-w-32-inch-4k-uhd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32ul950-w/32ul950-w-01-228x228.jpg,LG 32UL950-W UltraFine 32 Inch 4K UHD LED Freesync IPS Gaming Monitor
207, Corsair XENEON 32QHD165 32 inch QHD 165Hz Gaming Monitor,https://www.startech.com.bd/corsair-xeneon-32qhd165-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/Corsair/xeneon e700/corsair-xeneon-32qhd165-gaming-monitor-03-228x228.jpg,Corsair XENEON 32QHD165 32 inch QHD 165Hz Gaming Monitor
208," BenQ GW2780T 27"" Eye-care FHD IPS Monitor",https://www.startech.com.bd/benq-gw2780t-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/gw2780t/gw2780t-01-228x228.jpg,"BenQ GW2780T 27"" Eye-care FHD IPS Monitor"
209, LG 27EP950-B 27 Inch UltraFine OLED Pro 4K Monitor,https://www.startech.com.bd/lg-27ep950-b-27-inch-4k-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/lg-27ep950-b/lg-27ep950-b-27-inch-4K-monitor-01-228x228.jpg,LG 27EP950-B 27 Inch UltraFine OLED Pro 4K Monitor
210, LG 32EP950-B 32 Inch UltraFine OLED Pro 4K Monitor,https://www.startech.com.bd/lg-32ep950-b-32-inch-4k-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32ep950-b/lg-32ep950-b-32-inch-4K-monitor-01-228x228.jpg,LG 32EP950-B 32 Inch UltraFine OLED Pro 4K Monitor
211," BenQ MOBIUZ EX3210R 32"" 165Hz FreeSync 2K QHD Curved Gaming Monitor",https://www.startech.com.bd/benq-mobiuz-ex3210r-curved-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/benq/ex2710r/ex2710r-01-228x228.jpg,"BenQ MOBIUZ EX3210R 32"" 165Hz FreeSync 2K QHD Curved Gaming Monitor"
212, MSI Modern MD241P 23.8 Inch FHD IPS Type-C Monitor,https://www.startech.com.bd/msi-modern-md241p-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/modern-md241p/modern-md241p-01-228x228.jpg,MSI Modern MD241P 23.8 Inch FHD IPS Type-C Monitor
213, MSI Modern MD241PW 23.8 Inch FHD IPS Type-C Monitor,https://www.startech.com.bd/msi-modern-md241pw-fhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/modern-md241pw/md241pw-01-228x228.jpg,MSI Modern MD241PW 23.8 Inch FHD IPS Type-C Monitor
214," MSI Optix G241V E2 24"" FHD FreeSync IPS Esports Gaming Monitor",https://www.startech.com.bd/msi-optix-g241v-e2-24-inch-fhd-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-g241v-e2/optix-g241v-e2-01-228x228.jpg,"MSI Optix G241V E2 24"" FHD FreeSync IPS Esports Gaming Monitor"
215, LG 27QP88D-B2 Ergo Dual 27'' QHD USB Type-C Monitor,https://www.startech.com.bd/lg-27qp88d-ergo-dual-27-inch-type-c-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/27qp88d/27qp88d-01-228x228.jpg,LG 27QP88D-B2 Ergo Dual 27'' QHD USB Type-C Monitor
216, LG 49WL95C-WE 49 Inch 32:9 UltraWide Dual QHD IPS Curved LED HDR 10 Monitor,https://www.startech.com.bd/lg-49wl95c-we-49-inch-ultrawide-dual-uhd-ips-curved-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/49wl95c-we/49wl95c-we-01-228x228.jpg,LG 49WL95C-WE 49 Inch 32:9 UltraWide Dual QHD IPS Curved LED HDR 10 Monitor
217," LG 32QN650-B 32"" QHD IPS HDR10 Monitor",https://www.startech.com.bd/lg-32qn650-b-32-inch-qhd-ips-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/32qn650-b/32qn650-b-01-228x228.jpg,"LG 32QN650-B 32"" QHD IPS HDR10 Monitor"
218," LG 34WP85C-B 34"" FreeSync Curved UltraWide QHD Monitor",https://www.startech.com.bd/lg-34wp85c-b-34-inch-curved-ultrawide-qhd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/34wp85c-b/34wp85c-b-01-228x228.jpg,"LG 34WP85C-B 34"" FreeSync Curved UltraWide QHD Monitor"
219," MSI Optix G27C7 27"" 165hz Curved Gaming Monitor",https://www.startech.com.bd/msi-optix-g27c7-curved-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g27c7/g27c7-01-228x228.jpg,"MSI Optix G27C7 27"" 165hz Curved Gaming Monitor"
220," MSI Optix G24C6 23.8"" 144hz Curved Freesync Gaming Monitor",https://www.startech.com.bd/msi-optix-g24c6-curved-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g24c6/g24c6-01-228x228.jpg,"MSI Optix G24C6 23.8"" 144hz Curved Freesync Gaming Monitor"
221," Apple Studio Display 27"" 5K Monitor",https://www.startech.com.bd/apple-studio-display-27-inch-5k-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/apple/studio-display-27-inch-5k/apple-studio-display-01-228x228.jpg,"Apple Studio Display 27"" 5K Monitor"
222," MSI Optix G273 27"" 165 Hz FHD IPS Curved Gaming Monitor",https://www.startech.com.bd/msi-optix-g273-curved-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-g273/msi-optix-g273-01-228x228.jpg,"MSI Optix G273 27"" 165 Hz FHD IPS Curved Gaming Monitor"
223, Lenovo D22-20 21.5-inch LED Backlit LCD Monitor,https://www.startech.com.bd/lenovo-d22-20-led-backlit-lcd-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lenovo/d22-20/d22-20-01-228x228.jpg,Lenovo D22-20 21.5-inch LED Backlit LCD Monitor
224," MSI Optix G27C4 27"" Curved 165Hz VA LED Monitor",https://www.startech.com.bd/msi-optix-g27c4-27-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/g27c4/g27c4-228x228.jpg,"MSI Optix G27C4 27"" Curved 165Hz VA LED Monitor"
225," Dell E1715S 17"" Square Screen Monitor",https://www.startech.com.bd/dell-e1715s-17-inch--square-screen-monitor,"
TBA
",https://www.startech.com.bd/image/cache/data/Dell E1715S 17 S-228x228.jpg,"Dell E1715S 17"" Square Screen Monitor"
226, Samsung S19F350HNW 18.5 Inch LED Monitor (VGA),https://www.startech.com.bd/samsung-s19f350-18.5-led-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Component/Monitor/viewsonic/Samsung-S19F350-228x228.jpg,Samsung S19F350HNW 18.5 Inch LED Monitor (VGA)
227, Samsung LU28E590DS 28 Inch 4K Ultra HD LED Monitor,https://www.startech.com.bd/samsung-lu28e590ds-28-inch-4k-ultra,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/LU28E590DS-1-228x228.jpg,Samsung LU28E590DS 28 Inch 4K Ultra HD LED Monitor
228," PHILIPS 19.5"" Inch 206V6QSB6/94 AH-IPS LED Monitor",https://www.startech.com.bd/philips-20-inch-ah-ips-led-206v,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/philips/ah-ips-led-206v/ah-ips-led-206v-01-228x228.jpg,"PHILIPS 19.5"" Inch 206V6QSB6/94 AH-IPS LED Monitor"
229, SAMSUNG S24F350FHW 24'' LED Monitor with AH IPS,https://www.startech.com.bd/samsung-s24f350fhw,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Samsung/SAMSUNG S24F350FHW-228x228.jpg,SAMSUNG S24F350FHW 24'' LED Monitor with AH IPS
230," ASUS VX24AH Ultra-low Blue Light-23.8"" 2K WQHD (2560x1440) IPS Frame less Monitor",https://www.startech.com.bd/asus-vx24ah,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Asus2/ASUS VX24AH-228x228.jpg,"ASUS VX24AH Ultra-low Blue Light-23.8"" 2K WQHD (2560x1440) IPS Frame less Monitor"
231," ASUS VP278H 27"" FHD 1ms Low Blue Light Flicker Free Gaming Monitor",https://www.startech.com.bd/asus-vp278h,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Asus3/ASUS VP278H-4-228x228.png,"ASUS VP278H 27"" FHD 1ms Low Blue Light Flicker Free Gaming Monitor"
232, Dell 19 Inch P1917S LED Antiglare Square Monitor,https://www.startech.com.bd/dell-19-inch-p1917s,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Dell/Dell 19 Inch p1917s-1-228x228.jpg,Dell 19 Inch P1917S LED Antiglare Square Monitor
233, HP V194 18.5 inch LED Backlight Monitor,https://www.startech.com.bd/hp-v194-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/HP Monitor/HP V194-4-228x228.jpg,HP V194 18.5 inch LED Backlight Monitor
234," ESONIC ES1701 17"" Square LED Monitor",https://www.startech.com.bd/esonic-es1701,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Non-Brand/Esonic-228x228.jpg,"ESONIC ES1701 17"" Square LED Monitor"
235," ASUS VS207DF 19.5"" 1366x768 D-Sub Monitor",https://www.startech.com.bd/asus-vs207df,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/Asus3/ASUS VS207DF/ASUS VS207DF-1-228x228.png,"ASUS VS207DF 19.5"" 1366x768 D-Sub Monitor"
236," LG 34UC79G 34"" 21:9 IPS Curved UltraWide FreeSync Gaming Monitor                    ",https://www.startech.com.bd/lg-34uc79g,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Component/Monitor/Lg monitor/lg-228x228.jpg,"LG 34UC79G 34"" 21:9 IPS Curved UltraWide FreeSync Gaming Monitor                    "
237, ASUS VZ27AQ 27” WQHD (2560 x 1440) IPS DP HDMI VGA Eye Care Monitor,https://www.startech.com.bd/asus-vz27aq,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Monitor/ASUS/ASUS VZ27AQ/ASUS VZ27AQ-1-228x228.jpg,ASUS VZ27AQ 27” WQHD (2560 x 1440) IPS DP HDMI VGA Eye Care Monitor
238, HP EliteDisplay E243i 24-Inch Full HD Monitor,https://www.startech.com.bd/hp-elitedisplay-e243i-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Component/Monitor/hp-monitor/243i-228x228.png,HP EliteDisplay E243i 24-Inch Full HD Monitor
239, Samsung 21.5 Inch S22F350F LED FULL HD Monitor,https://www.startech.com.bd/samsung-21.5-inch-s22f350fhw-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/Component/Monitor/sam/LS27F350FHW-1-228x228.jpg,Samsung 21.5 Inch S22F350F LED FULL HD Monitor
240," Asus VG248QE 24"" FHD 144hz Gaming Monitor",https://www.startech.com.bd/asus-vg248qe-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/asus/vg248qe/vg248qe-228x228.jpg,"Asus VG248QE 24"" FHD 144hz Gaming Monitor"
241," HP 27f IPS LED backlight 27"" Monitor",https://www.startech.com.bd/hp-27f-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/hp-monitor/27f/hp-27f-1-228x228.jpg,"HP 27f IPS LED backlight 27"" Monitor"
242," LG 34UC89G-B 34"" 21:9 UltraWide Full HD IPS Curved LED Gaming Monitor              ",https://www.startech.com.bd/lg-34uc89g-bb-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/lg-monitor/34uc89g-b/uc89g-b-5-228x228.jpg,"LG 34UC89G-B 34"" 21:9 UltraWide Full HD IPS Curved LED Gaming Monitor              "
243," Samsung 49"" LC49HG90DMUXEN Curved QLED 144 Hz Gaming Monitor",https://www.startech.com.bd/samsung-49-inch-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/samsung/samsung-lc49hg90dmuxen/samsung-lc49hg90dmuxen-1-228x228.jpg,"Samsung 49"" LC49HG90DMUXEN Curved QLED 144 Hz Gaming Monitor"
244," MSI OPTIX G27C2 27"" Full HD 144Hz  Curved Gaming Monitor (HDMI, DP, DVI)",https://www.startech.com.bd/msi-optix-g27c2-gaming-monitor,"
TBA
",https://www.startech.com.bd/image/cache/catalog/monitor/msi/optix-g27c2/msi-optix-g27c2-1-228x228.jpg,"MSI OPTIX G27C2 27"" Full HD 144Hz  Curved Gaming Monitor (HDMI, DP, DVI)"
